Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
4 ani, Total, Urban, Satu Mare, Anul 2022, Numar persoane, 1411
4 ani, Total, Urban, Satu Mare, Anul 2023, Numar persoane, 1364
4 ani, Total, Urban, Salaj, Anul 2021, Numar persoane, 1000
4 ani, Total, Urban, Salaj, Anul 2022, Numar persoane, 990
4 ani, Total, Urban, Salaj, Anul 2023, Numar persoane, 964
4 ani, Total, Urban, Alba, Anul 2021, Numar persoane, 1840
4 ani, Total, Urban, Alba, Anul 2022, Numar persoane, 1843
4 ani, Total, Urban, Alba, Anul 2023, Numar persoane, 1831
4 ani, Total, Urban, Brasov, Anul 2021, Numar persoane, 4200
4 ani, Total, Urban, Brasov, Anul 2022, Numar persoane, 4088
4 ani, Total, Urban, Brasov, Anul 2023, Numar persoane, 4027
4 ani, Total, Urban, Covasna, Anul 2021, Numar persoane, 944
4 ani, Total, Urban, Covasna, Anul 2022, Numar persoane, 918
4 ani, Total, Urban, Covasna, Anul 2023, Numar persoane, 906
4 ani, Total, Urban, Harghita, Anul 2021, Numar persoane, 1258
4 ani, Total, Urban, Harghita, Anul 2022, Numar persoane, 1184
4 ani, Total, Urban, Harghita, Anul 2023, Numar persoane, 1189
4 ani, Total, Urban, Mures, Anul 2021, Numar persoane, 2626
4 ani, Total, Urban, Mures, Anul 2022, Numar persoane, 2503
4 ani, Total, Urban, Mures, Anul 2023, Numar persoane, 2351
4 ani, Total, Urban, Sibiu, Anul 2021, Numar persoane, 2761
4 ani, Total, Urban, Sibiu, Anul 2022, Numar persoane, 2699
4 ani, Total, Urban, Sibiu, Anul 2023, Numar persoane, 2612
4 ani, Total, Urban, Bacau, Anul 2021, Numar persoane, 3059
4 ani, Total, Urban, Bacau, Anul 2022, Numar persoane, 2867
4 ani, Total, Urban, Bacau, Anul 2023, Numar persoane, 2767
4 ani, Total, Urban, Botosani, Anul 2021, Numar persoane, 1607
4 ani, Total, Urban, Botosani, Anul 2022, Numar persoane, 1560
4 ani, Total, Urban, Botosani, Anul 2023, Numar persoane, 1551
4 ani, Total, Urban, Iasi, Anul 2021, Numar persoane, 5064
4 ani, Total, Urban, Iasi, Anul 2022, Numar persoane, 4895
4 ani, Total, Urban, Iasi, Anul 2023, Numar persoane, 4688
4 ani, Total, Urban, Neamt, Anul 2021, Numar persoane, 1717
4 ani, Total, Urban, Neamt, Anul 2022, Numar persoane, 1681
4 ani, Total, Urban, Neamt, Anul 2023, Numar persoane, 1697
4 ani, Total, Urban, Suceava, Anul 2021, Numar persoane, 3423
4 ani, Total, Urban, Suceava, Anul 2022, Numar persoane, 3188
4 ani, Total, Urban, Suceava, Anul 2023, Numar persoane, 3101
4 ani, Total, Urban, Vaslui, Anul 2021, Numar persoane, 2318
4 ani, Total, Urban, Vaslui, Anul 2022, Numar persoane, 2083
4 ani, Total, Urban, Vaslui, Anul 2023, Numar persoane, 2116
4 ani, Total, Urban, Braila, Anul 2021, Numar persoane, 1402
4 ani, Total, Urban, Braila, Anul 2022, Numar persoane, 1394
4 ani, Total, Urban, Braila, Anul 2023, Numar persoane, 1417
4 ani, Total, Urban, Buzau, Anul 2021, Numar persoane, 1522
4 ani, Total, Urban, Buzau, Anul 2022, Numar persoane, 1423
4 ani, Total, Urban, Buzau, Anul 2023, Numar persoane, 1381
4 ani, Total, Urban, Constanta, Anul 2021, Numar persoane, 4783
4 ani, Total, Urban, Constanta, Anul 2022, Numar persoane, 4588
4 ani, Total, Urban, Constanta, Anul 2023, Numar persoane, 4384
4 ani, Total, Urban, Galati, Anul 2021, Numar persoane, 2812
4 ani, Total, Urban, Galati, Anul 2022, Numar persoane, 2616
4 ani, Total, Urban, Galati, Anul 2023, Numar persoane, 2592
4 ani, Total, Urban, Tulcea, Anul 2021, Numar persoane, 928
4 ani, Total, Urban, Tulcea, Anul 2022, Numar persoane, 875
4 ani, Total, Urban, Tulcea, Anul 2023, Numar persoane, 844
4 ani, Total, Urban, Vrancea, Anul 2021, Numar persoane, 1223
4 ani, Total, Urban, Vrancea, Anul 2022, Numar persoane, 1190
4 ani, Total, Urban, Vrancea, Anul 2023, Numar persoane, 1161
4 ani, Total, Urban, Arges, Anul 2021, Numar persoane, 2590
4 ani, Total, Urban, Arges, Anul 2022, Numar persoane, 2596
4 ani, Total, Urban, Arges, Anul 2023, Numar persoane, 2511
4 ani, Total, Urban, Calarasi, Anul 2021, Numar persoane, 1124
4 ani, Total, Urban, Calarasi, Anul 2022, Numar persoane, 1081
4 ani, Total, Urban, Calarasi, Anul 2023, Numar persoane, 1042
4 ani, Total, Urban, Dambovita, Anul 2021, Numar persoane, 1307
4 ani, Total, Urban, Dambovita, Anul 2022, Numar persoane, 1269
4 ani, Total, Urban, Dambovita, Anul 2023, Numar persoane, 1221
4 ani, Total, Urban, Giurgiu, Anul 2021, Numar persoane, 712
4 ani, Total, Urban, Giurgiu, Anul 2022, Numar persoane, 765
4 ani, Total, Urban, Giurgiu, Anul 2023, Numar persoane, 760
4 ani, Total, Urban, Ialomita, Anul 2021, Numar persoane, 1381
4 ani, Total, Urban, Ialomita, Anul 2022, Numar persoane, 1390
4 ani, Total, Urban, Ialomita, Anul 2023, Numar persoane, 1341
4 ani, Total, Urban, Prahova, Anul 2021, Numar persoane, 3132
4 ani, Total, Urban, Prahova, Anul 2022, Numar persoane, 3042
4 ani, Total, Urban, Prahova, Anul 2023, Numar persoane, 2861
4 ani, Total, Urban, Teleorman, Anul 2021, Numar persoane, 954
4 ani, Total, Urban, Teleorman, Anul 2022, Numar persoane, 909
4 ani, Total, Urban, Teleorman, Anul 2023, Numar persoane, 908
4 ani, Total, Urban, Ilfov, Anul 2021, Numar persoane, 3131
4 ani, Total, Urban, Ilfov, Anul 2022, Numar persoane, 3553
4 ani, Total, Urban, Ilfov, Anul 2023, Numar persoane, 3508
4 ani, Total, Urban, Municipiul Bucuresti, Anul 2021, Numar persoane, 19596
4 ani, Total, Urban, Municipiul Bucuresti, Anul 2022, Numar persoane, 18603
4 ani, Total, Urban, Municipiul Bucuresti, Anul 2023, Numar persoane, 18133
4 ani, Total, Urban, Dolj, Anul 2021, Numar persoane, 3264
4 ani, Total, Urban, Dolj, Anul 2022, Numar persoane, 3178
4 ani, Total, Urban, Dolj, Anul 2023, Numar persoane, 3134
4 ani, Total, Urban, Gorj, Anul 2021, Numar persoane, 1333
4 ani, Total, Urban, Gorj, Anul 2022, Numar persoane, 1347
4 ani, Total, Urban, Gorj, Anul 2023, Numar persoane, 1303
4 ani, Total, Urban, Mehedinti, Anul 2021, Numar persoane, 968
4 ani, Total, Urban, Mehedinti, Anul 2022, Numar persoane, 989
4 ani, Total, Urban, Mehedinti, Anul 2023, Numar persoane, 923
4 ani, Total, Urban, Olt, Anul 2021, Numar persoane, 1580
4 ani, Total, Urban, Olt, Anul 2022, Numar persoane, 1579
4 ani, Total, Urban, Olt, Anul 2023, Numar persoane, 1613
4 ani, Total, Urban, Valcea, Anul 2021, Numar persoane, 1523
4 ani, Total, Urban, Valcea, Anul 2022, Numar persoane, 1559
4 ani, Total, Urban, Valcea, Anul 2023, Numar persoane, 1546
4 ani, Total, Urban, Arad, Anul 2021, Numar persoane, 2337
4 ani, Total, Urban, Arad, Anul 2022, Numar persoane, 2338
4 ani, Total, Urban, Arad, Anul 2023, Numar persoane, 2272
4 ani, Total, Urban, Caras-Severin, Anul 2021, Numar persoane, 1321
4 ani, Total, Urban, Caras-Severin, Anul 2022, Numar persoane, 1219
4 ani, Total, Urban, Caras-Severin, Anul 2023, Numar persoane, 1165
4 ani, Total, Urban, Hunedoara, Anul 2021, Numar persoane, 2716
4 ani, Total, Urban, Hunedoara, Anul 2022, Numar persoane, 2378
4 ani, Total, Urban, Hunedoara, Anul 2023, Numar persoane, 2251
4 ani, Total, Urban, Timis, Anul 2021, Numar persoane, 3825
4 ani, Total, Urban, Timis, Anul 2022, Numar persoane, 3446
4 ani, Total, Urban, Timis, Anul 2023, Numar persoane, 3351
4 ani, Total, Rural, Bihor, Anul 2021, Numar persoane, 3384
4 ani, Total, Rural, Bihor, Anul 2022, Numar persoane, 3553
4 ani, Total, Rural, Bihor, Anul 2023, Numar persoane, 3559
4 ani, Total, Rural, Bistrita-Nasaud, Anul 2021, Numar persoane, 2128
4 ani, Total, Rural, Bistrita-Nasaud, Anul 2022, Numar persoane, 2192
4 ani, Total, Rural, Bistrita-Nasaud, Anul 2023, Numar persoane, 2078
4 ani, Total, Rural, Cluj, Anul 2021, Numar persoane, 2921
4 ani, Total, Rural, Cluj, Anul 2022, Numar persoane, 3265
4 ani, Total, Rural, Cluj, Anul 2023, Numar persoane, 3315
4 ani, Total, Rural, Maramures, Anul 2021, Numar persoane, 2115
4 ani, Total, Rural, Maramures, Anul 2022, Numar persoane, 2178
4 ani, Total, Rural, Maramures, Anul 2023, Numar persoane, 2125
4 ani, Total, Rural, Satu Mare, Anul 2021, Numar persoane, 2230
4 ani, Total, Rural, Satu Mare, Anul 2022, Numar persoane, 2301
4 ani, Total, Rural, Satu Mare, Anul 2023, Numar persoane, 2217
4 ani, Total, Rural, Salaj, Anul 2021, Numar persoane, 1423
4 ani, Total, Rural, Salaj, Anul 2022, Numar persoane, 1412
4 ani, Total, Rural, Salaj, Anul 2023, Numar persoane, 1390
4 ani, Total, Rural, Alba, Anul 2021, Numar persoane, 1350
4 ani, Total, Rural, Alba, Anul 2022, Numar persoane, 1315
4 ani, Total, Rural, Alba, Anul 2023, Numar persoane, 1297
4 ani, Total, Rural, Brasov, Anul 2021, Numar persoane, 2443
4 ani, Total, Rural, Brasov, Anul 2022, Numar persoane, 2548
4 ani, Total, Rural, Brasov, Anul 2023, Numar persoane, 2631
4 ani, Total, Rural, Covasna, Anul 2021, Numar persoane, 1291
4 ani, Total, Rural, Covasna, Anul 2022, Numar persoane, 1332
4 ani, Total, Rural, Covasna, Anul 2023, Numar persoane, 1362
4 ani, Total, Rural, Harghita, Anul 2021, Numar persoane, 2020
4 ani, Total, Rural, Harghita, Anul 2022, Numar persoane, 2127
4 ani, Total, Rural, Harghita, Anul 2023, Numar persoane, 2142
4 ani, Total, Rural, Mures, Anul 2021, Numar persoane, 3323
4 ani, Total, Rural, Mures, Anul 2022, Numar persoane, 3406
4 ani, Total, Rural, Mures, Anul 2023, Numar persoane, 3344
4 ani, Total, Rural, Sibiu, Anul 2021, Numar persoane, 1961
4 ani, Total, Rural, Sibiu, Anul 2022, Numar persoane, 2024
4 ani, Total, Rural, Sibiu, Anul 2023, Numar persoane, 1982
4 ani, Total, Rural, Bacau, Anul 2021, Numar persoane, 3758
4 ani, Total, Rural, Bacau, Anul 2022, Numar persoane, 3828
4 ani, Total, Rural, Bacau, Anul 2023, Numar persoane, 3787
4 ani, Total, Rural, Botosani, Anul 2021, Numar persoane, 2384
4 ani, Total, Rural, Botosani, Anul 2022, Numar persoane, 2564
4 ani, Total, Rural, Botosani, Anul 2023, Numar persoane, 2600
4 ani, Total, Rural, Iasi, Anul 2021, Numar persoane, 5571
4 ani, Total, Rural, Iasi, Anul 2022, Numar persoane, 5860
4 ani, Total, Rural, Iasi, Anul 2023, Numar persoane, 5910
4 ani, Total, Rural, Neamt, Anul 2021, Numar persoane, 3064
4 ani, Total, Rural, Neamt, Anul 2022, Numar persoane, 3060
4 ani, Total, Rural, Neamt, Anul 2023, Numar persoane, 2952
4 ani, Total, Rural, Suceava, Anul 2021, Numar persoane, 5117
4 ani, Total, Rural, Suceava, Anul 2022, Numar persoane, 5476
4 ani, Total, Rural, Suceava, Anul 2023, Numar persoane, 5409
4 ani, Total, Rural, Vaslui, Anul 2021, Numar persoane, 2363
4 ani, Total, Rural, Vaslui, Anul 2022, Numar persoane, 2300
4 ani, Total, Rural, Vaslui, Anul 2023, Numar persoane, 2232
4 ani, Total, Rural, Braila, Anul 2021, Numar persoane, 1052
4 ani, Total, Rural, Braila, Anul 2022, Numar persoane, 1031
4 ani, Total, Rural, Braila, Anul 2023, Numar persoane, 1001
4 ani, Total, Rural, Buzau, Anul 2021, Numar persoane, 2197
4 ani, Total, Rural, Buzau, Anul 2022, Numar persoane, 2248
4 ani, Total, Rural, Buzau, Anul 2023, Numar persoane, 2276
4 ani, Total, Rural, Constanta, Anul 2021, Numar persoane, 2689
4 ani, Total, Rural, Constanta, Anul 2022, Numar persoane, 2704
4 ani, Total, Rural, Constanta, Anul 2023, Numar persoane, 2602
4 ani, Total, Rural, Galati, Anul 2021, Numar persoane, 2498
4 ani, Total, Rural, Galati, Anul 2022, Numar persoane, 2522
4 ani, Total, Rural, Galati, Anul 2023, Numar persoane, 2448
4 ani, Total, Rural, Tulcea, Anul 2021, Numar persoane, 905
4 ani, Total, Rural, Tulcea, Anul 2022, Numar persoane, 947
4 ani, Total, Rural, Tulcea, Anul 2023, Numar persoane, 895
4 ani, Total, Rural, Vrancea, Anul 2021, Numar persoane, 2352
4 ani, Total, Rural, Vrancea, Anul 2022, Numar persoane, 2427
4 ani, Total, Rural, Vrancea, Anul 2023, Numar persoane, 2343
4 ani, Total, Rural, Arges, Anul 2021, Numar persoane, 2898
4 ani, Total, Rural, Arges, Anul 2022, Numar persoane, 2991
4 ani, Total, Rural, Arges, Anul 2023, Numar persoane, 2896
4 ani, Total, Rural, Calarasi, Anul 2021, Numar persoane, 1833
4 ani, Total, Rural, Calarasi, Anul 2022, Numar persoane, 1919
4 ani, Total, Rural, Calarasi, Anul 2023, Numar persoane, 1918
4 ani, Total, Rural, Dambovita, Anul 2021, Numar persoane, 3351
4 ani, Total, Rural, Dambovita, Anul 2022, Numar persoane, 3612
4 ani, Total, Rural, Dambovita, Anul 2023, Numar persoane, 3579
4 ani, Total, Rural, Giurgiu, Anul 2021, Numar persoane, 1810
4 ani, Total, Rural, Giurgiu, Anul 2022, Numar persoane, 1880
4 ani, Total, Rural, Giurgiu, Anul 2023, Numar persoane, 1807
4 ani, Total, Rural, Ialomita, Anul 2021, Numar persoane, 1474
4 ani, Total, Rural, Ialomita, Anul 2022, Numar persoane, 1527
4 ani, Total, Rural, Ialomita, Anul 2023, Numar persoane, 1503
4 ani, Total, Rural, Prahova, Anul 2021, Numar persoane, 3418
4 ani, Total, Rural, Prahova, Anul 2022, Numar persoane, 3502
4 ani, Total, Rural, Prahova, Anul 2023, Numar persoane, 3466
4 ani, Total, Rural, Teleorman, Anul 2021, Numar persoane, 1767
4 ani, Total, Rural, Teleorman, Anul 2022, Numar persoane, 1824
4 ani, Total, Rural, Teleorman, Anul 2023, Numar persoane, 1754
4 ani, Total, Rural, Ilfov, Anul 2021, Numar persoane, 3456
4 ani, Total, Rural, Ilfov, Anul 2022, Numar persoane, 3890
4 ani, Total, Rural, Ilfov, Anul 2023, Numar persoane, 3902
4 ani, Total, Rural, Dolj, Anul 2021, Numar persoane, 3042
4 ani, Total, Rural, Dolj, Anul 2022, Numar persoane, 3160
4 ani, Total, Rural, Dolj, Anul 2023, Numar persoane, 3110
4 ani, Total, Rural, Gorj, Anul 2021, Numar persoane, 1344
4 ani, Total, Rural, Gorj, Anul 2022, Numar persoane, 1456
4 ani, Total, Rural, Gorj, Anul 2023, Numar persoane, 1411
4 ani, Total, Rural, Mehedinti, Anul 2021, Numar persoane, 1080
4 ani, Total, Rural, Mehedinti, Anul 2022, Numar persoane, 1190
4 ani, Total, Rural, Mehedinti, Anul 2023, Numar persoane, 1185
4 ani, Total, Rural, Olt, Anul 2021, Numar persoane, 1765
4 ani, Total, Rural, Olt, Anul 2022, Numar persoane, 1775
4 ani, Total, Rural, Olt, Anul 2023, Numar persoane, 1691
4 ani, Total, Rural, Valcea, Anul 2021, Numar persoane, 1359
4 ani, Total, Rural, Valcea, Anul 2022, Numar persoane, 1572
4 ani, Total, Rural, Valcea, Anul 2023, Numar persoane, 1501
4 ani, Total, Rural, Arad, Anul 2021, Numar persoane, 1987
4 ani, Total, Rural, Arad, Anul 2022, Numar persoane, 2106
4 ani, Total, Rural, Arad, Anul 2023, Numar persoane, 2162
4 ani, Total, Rural, Caras-Severin, Anul 2021, Numar persoane, 1044
4 ani, Total, Rural, Caras-Severin, Anul 2022, Numar persoane, 1039
4 ani, Total, Rural, Caras-Severin, Anul 2023, Numar persoane, 1007
4 ani, Total, Rural, Hunedoara, Anul 2021, Numar persoane, 710
4 ani, Total, Rural, Hunedoara, Anul 2022, Numar persoane, 743
4 ani, Total, Rural, Hunedoara, Anul 2023, Numar persoane, 743
4 ani, Total, Rural, Timis, Anul 2021, Numar persoane, 3755
4 ani, Total, Rural, Timis, Anul 2022, Numar persoane, 4146
4 ani, Total, Rural, Timis, Anul 2023, Numar persoane, 4263
4 ani, Masculin, Total, Bihor, Anul 2021, Numar persoane, 3172
4 ani, Masculin, Total, Bihor, Anul 2022, Numar persoane, 3243
4 ani, Masculin, Total, Bihor, Anul 2023, Numar persoane, 3215
4 ani, Masculin, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 1832
4 ani, Masculin, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 1844
4 ani, Masculin, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 1787
4 ani, Masculin, Total, Cluj, Anul 2021, Numar persoane, 3820
4 ani, Masculin, Total, Cluj, Anul 2022, Numar persoane, 3863
4 ani, Masculin, Total, Cluj, Anul 2023, Numar persoane, 3845
4 ani, Masculin, Total, Maramures, Anul 2021, Numar persoane, 2511
4 ani, Masculin, Total, Maramures, Anul 2022, Numar persoane, 2538
4 ani, Masculin, Total, Maramures, Anul 2023, Numar persoane, 2457
4 ani, Masculin, Total, Satu Mare, Anul 2021, Numar persoane, 1913
4 ani, Masculin, Total, Satu Mare, Anul 2022, Numar persoane, 1884
4 ani, Masculin, Total, Satu Mare, Anul 2023, Numar persoane, 1839
4 ani, Masculin, Total, Salaj, Anul 2021, Numar persoane, 1215
4 ani, Masculin, Total, Salaj, Anul 2022, Numar persoane, 1194
4 ani, Masculin, Total, Salaj, Anul 2023, Numar persoane, 1199
4 ani, Masculin, Total, Alba, Anul 2021, Numar persoane, 1657
4 ani, Masculin, Total, Alba, Anul 2022, Numar persoane, 1638
4 ani, Masculin, Total, Alba, Anul 2023, Numar persoane, 1606
4 ani, Masculin, Total, Brasov, Anul 2021, Numar persoane, 3405
4 ani, Masculin, Total, Brasov, Anul 2022, Numar persoane, 3450
4 ani, Masculin, Total, Brasov, Anul 2023, Numar persoane, 3412
4 ani, Masculin, Total, Covasna, Anul 2021, Numar persoane, 1144
4 ani, Masculin, Total, Covasna, Anul 2022, Numar persoane, 1145
4 ani, Masculin, Total, Covasna, Anul 2023, Numar persoane, 1167
4 ani, Masculin, Total, Harghita, Anul 2021, Numar persoane, 1714
4 ani, Masculin, Total, Harghita, Anul 2022, Numar persoane, 1703
4 ani, Masculin, Total, Harghita, Anul 2023, Numar persoane, 1714
4 ani, Masculin, Total, Mures, Anul 2021, Numar persoane, 3104
4 ani, Masculin, Total, Mures, Anul 2022, Numar persoane, 3015
4 ani, Masculin, Total, Mures, Anul 2023, Numar persoane, 2875
4 ani, Masculin, Total, Sibiu, Anul 2021, Numar persoane, 2391
4 ani, Masculin, Total, Sibiu, Anul 2022, Numar persoane, 2428
4 ani, Masculin, Total, Sibiu, Anul 2023, Numar persoane, 2378
4 ani, Masculin, Total, Bacau, Anul 2021, Numar persoane, 3507
4 ani, Masculin, Total, Bacau, Anul 2022, Numar persoane, 3392
4 ani, Masculin, Total, Bacau, Anul 2023, Numar persoane, 3343
4 ani, Masculin, Total, Botosani, Anul 2021, Numar persoane, 2016
4 ani, Masculin, Total, Botosani, Anul 2022, Numar persoane, 2109
4 ani, Masculin, Total, Botosani, Anul 2023, Numar persoane, 2155
4 ani, Masculin, Total, Iasi, Anul 2021, Numar persoane, 5407
4 ani, Masculin, Total, Iasi, Anul 2022, Numar persoane, 5460
4 ani, Masculin, Total, Iasi, Anul 2023, Numar persoane, 5379
4 ani, Masculin, Total, Neamt, Anul 2021, Numar persoane, 2449
4 ani, Masculin, Total, Neamt, Anul 2022, Numar persoane, 2416
4 ani, Masculin, Total, Neamt, Anul 2023, Numar persoane, 2362
4 ani, Masculin, Total, Suceava, Anul 2021, Numar persoane, 4384
4 ani, Masculin, Total, Suceava, Anul 2022, Numar persoane, 4482
4 ani, Masculin, Total, Suceava, Anul 2023, Numar persoane, 4349
4 ani, Masculin, Total, Vaslui, Anul 2021, Numar persoane, 2368
4 ani, Masculin, Total, Vaslui, Anul 2022, Numar persoane, 2245
4 ani, Masculin, Total, Vaslui, Anul 2023, Numar persoane, 2214
4 ani, Masculin, Total, Braila, Anul 2021, Numar persoane, 1255
4 ani, Masculin, Total, Braila, Anul 2022, Numar persoane, 1237
4 ani, Masculin, Total, Braila, Anul 2023, Numar persoane, 1255
4 ani, Masculin, Total, Buzau, Anul 2021, Numar persoane, 1857
4 ani, Masculin, Total, Buzau, Anul 2022, Numar persoane, 1875
4 ani, Masculin, Total, Buzau, Anul 2023, Numar persoane, 1877
4 ani, Masculin, Total, Constanta, Anul 2021, Numar persoane, 3869
4 ani, Masculin, Total, Constanta, Anul 2022, Numar persoane, 3735
4 ani, Masculin, Total, Constanta, Anul 2023, Numar persoane, 3503
4 ani, Masculin, Total, Galati, Anul 2021, Numar persoane, 2729
4 ani, Masculin, Total, Galati, Anul 2022, Numar persoane, 2636
4 ani, Masculin, Total, Galati, Anul 2023, Numar persoane, 2574
4 ani, Masculin, Total, Tulcea, Anul 2021, Numar persoane, 950
4 ani, Masculin, Total, Tulcea, Anul 2022, Numar persoane, 924
4 ani, Masculin, Total, Tulcea, Anul 2023, Numar persoane, 873
4 ani, Masculin, Total, Vrancea, Anul 2021, Numar persoane, 1819
4 ani, Masculin, Total, Vrancea, Anul 2022, Numar persoane, 1821
4 ani, Masculin, Total, Vrancea, Anul 2023, Numar persoane, 1775
4 ani, Masculin, Total, Arges, Anul 2021, Numar persoane, 2804
4 ani, Masculin, Total, Arges, Anul 2022, Numar persoane, 2841
4 ani, Masculin, Total, Arges, Anul 2023, Numar persoane, 2773
4 ani, Masculin, Total, Calarasi, Anul 2021, Numar persoane, 1532
4 ani, Masculin, Total, Calarasi, Anul 2022, Numar persoane, 1563
4 ani, Masculin, Total, Calarasi, Anul 2023, Numar persoane, 1531
4 ani, Masculin, Total, Dambovita, Anul 2021, Numar persoane, 2430
4 ani, Masculin, Total, Dambovita, Anul 2022, Numar persoane, 2523
4 ani, Masculin, Total, Dambovita, Anul 2023, Numar persoane, 2452
4 ani, Masculin, Total, Giurgiu, Anul 2021, Numar persoane, 1286
4 ani, Masculin, Total, Giurgiu, Anul 2022, Numar persoane, 1357
4 ani, Masculin, Total, Giurgiu, Anul 2023, Numar persoane, 1330
4 ani, Masculin, Total, Ialomita, Anul 2021, Numar persoane, 1470
4 ani, Masculin, Total, Ialomita, Anul 2022, Numar persoane, 1496
4 ani, Masculin, Total, Ialomita, Anul 2023, Numar persoane, 1455
4 ani, Masculin, Total, Prahova, Anul 2021, Numar persoane, 3386
4 ani, Masculin, Total, Prahova, Anul 2022, Numar persoane, 3370
4 ani, Masculin, Total, Prahova, Anul 2023, Numar persoane, 3236
4 ani, Masculin, Total, Teleorman, Anul 2021, Numar persoane, 1406
4 ani, Masculin, Total, Teleorman, Anul 2022, Numar persoane, 1392
4 ani, Masculin, Total, Teleorman, Anul 2023, Numar persoane, 1384
4 ani, Masculin, Total, Ilfov, Anul 2021, Numar persoane, 3387
4 ani, Masculin, Total, Ilfov, Anul 2022, Numar persoane, 3842
4 ani, Masculin, Total, Ilfov, Anul 2023, Numar persoane, 3785
4 ani, Masculin, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 10021
4 ani, Masculin, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 9553
